player,match_id,set_no,game_no,point_no,elapsed_time,p1_score,p2_score,y,if_score,if_nscore,if_server,if_win_game,if_win_set,if_end_game,if_end_set,game_point,break_point,break_fail,broken,rally_count,speed_mph,net_pt,serve_width,serve_depth,return_depth
Daniel Elahi Galan,2023-wimbledon-1405,2,2,95,01:08:30,30,30,0,0,1,1,0,0,0,0,0,0,0,0,6,95.0,0,BW,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,2,96,01:09:16,40,30,1,1,0,1,0,0,0,0,0,0,0,0,3,119.0,0,W,CTL,D
Daniel Elahi Galan,2023-wimbledon-1405,2,2,97,01:09:44,40,40,0,0,1,1,0,0,0,0,0,0,0,0,6,123.0,0,BC,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,2,98,01:10:26,AD,40,1,1,0,1,0,0,0,0,0,0,0,0,1,124.0,0,BC,CTL,
Daniel Elahi Galan,2023-wimbledon-1405,2,2,99,01:10:53,40,40,0,0,1,1,0,0,0,0,0,0,0,0,2,94.0,0,BW,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,2,100,01:11:33,AD,40,1,1,0,1,0,0,0,0,0,0,0,0,1,114.0,0,C,NCTL,
Daniel Elahi Galan,2023-wimbledon-1405,2,2,101,01:12:00,40,40,0,0,1,1,0,0,0,0,0,0,0,0,2,123.0,0,C,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,2,102,01:12:30,AD,40,1,1,0,1,0,0,0,0,0,0,0,0,1,95.0,0,B,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,2,103,01:13:10,40,40,0,0,1,1,0,0,0,0,0,0,0,0,4,116.0,1,W,CTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,2,104,01:13:46,AD,40,1,1,0,1,0,0,0,0,0,0,0,0,1,99.0,0,BW,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,2,105,01:15:01,40,40,1,1,0,1,0,0,0,0,0,0,0,0,7,104.0,0,BC,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,2,106,01:16:07,40,AD,0,0,1,1,0,0,0,0,1,0,0,0,2,92.0,0,BW,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,2,107,01:16:51,40,40,1,1,0,1,0,0,0,0,0,0,0,0,1,128.0,0,C,NCTL,
Daniel Elahi Galan,2023-wimbledon-1405,2,2,108,01:17:17,40,AD,0,0,1,1,0,0,0,0,1,0,0,0,2,97.0,0,BW,CTL,D
Daniel Elahi Galan,2023-wimbledon-1405,2,2,109,01:18:02,40,40,1,1,0,1,0,0,0,0,0,0,0,0,1,124.0,0,C,CTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,2,110,01:20:30,40,AD,1,1,0,1,1,0,1,0,1,0,0,0,1,104.0,0,BC,NCTL,D
Daniel Elahi Galan,2023-wimbledon-1405,2,3,111,01:21:13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,121.0,0,BC,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,3,112,01:21:40,15,0,0,0,1,0,0,0,0,0,0,0,0,0,3,126.0,0,BW,NCTL,D
Daniel Elahi Galan,2023-wimbledon-1405,2,3,113,01:22:14,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,123.0,0,C,NCTL,
Daniel Elahi Galan,2023-wimbledon-1405,2,3,114,01:22:31,40,0,0,0,1,0,0,0,1,0,0,0,0,0,3,95.0,0,B,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,4,115,01:24:38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,112.0,0,W,NCTL,D
Daniel Elahi Galan,2023-wimbledon-1405,2,4,116,01:25:06,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100.0,0,B,CTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,4,117,01:25:46,30,0,0,0,1,1,0,0,0,0,0,0,0,0,6,123.0,1,C,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,4,118,01:26:24,40,0,1,1,0,1,0,0,0,0,0,0,0,0,1,119.0,0,W,CTL,
Daniel Elahi Galan,2023-wimbledon-1405,2,4,119,01:26:50,40,15,1,1,0,1,0,0,0,0,0,0,0,0,1,95.0,0,B,NCTL,
Daniel Elahi Galan,2023-wimbledon-1405,2,4,120,01:27:27,40,30,1,1,0,1,0,0,0,0,0,0,0,0,1,84.0,0,BC,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,4,121,01:28:07,40,40,1,1,0,1,0,0,0,0,0,0,0,0,5,103.0,0,BC,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,4,122,01:28:48,40,AD,0,0,1,1,0,0,0,0,1,0,0,0,2,92.0,0,BW,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,4,123,01:29:32,40,40,1,1,0,1,0,0,0,0,0,0,0,0,5,98.0,0,B,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,4,124,01:30:33,40,AD,0,0,1,1,0,0,0,0,1,0,0,0,2,90.0,0,BC,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,4,125,01:31:13,40,40,0,0,1,1,0,0,0,0,0,0,0,0,0,100.0,0,B,CTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,4,126,01:31:53,AD,40,1,1,0,1,0,0,0,0,0,0,0,0,1,124.0,0,W,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,4,127,01:32:33,40,40,1,1,0,1,0,0,0,0,0,0,0,0,1,124.0,0,BC,CTL,D
Daniel Elahi Galan,2023-wimbledon-1405,2,4,128,01:32:55,40,AD,1,1,0,1,1,0,1,0,1,0,0,0,1,127.0,0,BW,NCTL,
Daniel Elahi Galan,2023-wimbledon-1405,2,5,129,01:33:23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,116.0,0,BW,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,5,130,01:33:44,15,0,0,0,1,0,0,0,0,0,0,0,0,0,3,122.0,0,C,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,5,131,01:34:09,30,0,1,1,0,0,0,0,0,0,0,0,0,0,4,101.0,0,BC,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,5,132,01:34:44,30,15,0,0,1,0,0,0,0,0,0,0,0,0,5,100.0,0,BW,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,5,133,01:35:19,40,15,0,0,1,0,0,0,1,0,0,0,0,0,5,104.0,0,BC,NCTL,D
Daniel Elahi Galan,2023-wimbledon-1405,2,6,134,01:37:45,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,109.0,0,W,CTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,6,135,01:38:04,0,15,0,0,1,1,0,0,0,0,0,0,0,0,6,118.0,0,BC,NCTL,D
Daniel Elahi Galan,2023-wimbledon-1405,2,6,136,01:38:50,15,15,0,0,1,1,0,0,0,0,0,0,0,0,2,102.0,0,BW,NCTL,D
Daniel Elahi Galan,2023-wimbledon-1405,2,6,137,01:39:19,30,15,1,1,0,1,0,0,0,0,0,0,0,0,3,96.0,0,B,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,6,138,01:39:56,30,30,1,1,0,1,0,0,0,0,0,0,0,0,5,125.0,1,C,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,6,139,01:40:32,30,40,1,1,0,1,1,0,1,0,1,0,0,0,1,119.0,0,W,CTL,D
Daniel Elahi Galan,2023-wimbledon-1405,2,7,140,01:41:09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,103.0,1,B,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,7,141,01:41:58,15,0,1,1,0,0,0,0,0,0,0,0,0,0,2,96.0,0,B,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,7,142,01:42:29,15,15,0,0,1,0,0,0,0,0,0,0,0,0,1,115.0,0,W,NCTL,D
Daniel Elahi Galan,2023-wimbledon-1405,2,7,143,01:42:49,30,15,0,0,1,0,0,0,0,0,0,0,0,0,3,93.0,0,B,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,7,144,01:43:22,40,15,0,0,1,0,0,0,1,0,0,0,0,0,1,130.0,0,C,NCTL,
Daniel Elahi Galan,2023-wimbledon-1405,2,8,145,01:45:05,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,113.0,0,W,CTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,8,146,01:45:50,15,0,0,0,1,1,0,0,0,0,0,0,0,0,10,87.0,0,BW,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,8,147,01:46:49,30,0,1,1,0,1,0,0,0,0,0,0,0,0,11,121.0,0,C,CTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,8,148,01:47:33,30,15,1,1,0,1,0,0,0,0,0,0,0,0,3,120.0,0,W,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,8,149,01:48:04,30,30,1,1,0,1,0,0,0,0,0,0,0,0,1,126.0,0,C,NCTL,
Daniel Elahi Galan,2023-wimbledon-1405,2,8,150,01:48:44,30,40,0,0,1,1,0,0,0,0,1,0,0,0,6,89.0,0,B,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,8,151,01:49:35,40,40,0,0,1,1,0,0,0,0,0,0,0,0,6,114.0,0,W,CTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,8,152,01:50:13,AD,40,0,0,1,1,0,0,1,0,0,0,0,1,2,122.0,0,B,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,9,153,01:50:58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,124.0,0,C,NCTL,
Daniel Elahi Galan,2023-wimbledon-1405,2,9,154,01:51:19,15,0,1,1,0,0,0,0,0,0,0,0,0,0,2,99.0,0,B,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,9,155,01:51:53,15,15,0,0,1,0,0,0,0,0,0,0,0,0,1,109.0,0,B,NCTL,
Daniel Elahi Galan,2023-wimbledon-1405,2,9,156,01:52:30,30,15,0,0,1,0,0,0,0,0,0,0,0,0,7,92.0,0,BW,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,9,157,01:53:19,40,15,0,0,1,0,0,0,1,0,0,0,0,0,1,114.0,0,W,CTL,
Daniel Elahi Galan,2023-wimbledon-1405,2,10,158,01:55:24,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,97.0,1,BC,NCTL,D
Daniel Elahi Galan,2023-wimbledon-1405,2,10,159,01:56:15,15,0,0,0,1,1,0,0,0,0,0,0,0,0,4,91.0,0,BW,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,10,160,01:57:19,30,0,1,1,0,1,0,0,0,0,0,0,0,0,1,120.0,0,BW,NCTL,
Daniel Elahi Galan,2023-wimbledon-1405,2,10,161,01:57:46,30,15,1,1,0,1,0,0,0,0,0,0,0,0,1,122.0,0,B,CTL,
Daniel Elahi Galan,2023-wimbledon-1405,2,10,162,01:58:14,30,30,1,1,0,1,0,0,0,0,0,0,0,0,5,124.0,1,BC,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,10,163,01:58:52,30,40,0,0,1,1,0,0,0,0,1,0,0,0,2,96.0,0,B,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,10,164,01:59:35,40,40,0,0,1,1,0,0,0,0,0,0,0,0,6,96.0,0,B,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,2,10,165,02:00:35,AD,40,0,0,1,1,0,0,1,1,0,0,0,1,4,91.0,0,B,NCTL,D
Daniel Elahi Galan,2023-wimbledon-1405,3,1,166,02:05:13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,98.0,0,BC,NCTL,D
Daniel Elahi Galan,2023-wimbledon-1405,3,1,167,02:05:45,15,0,0,0,1,0,0,0,0,0,0,0,0,0,3,102.0,0,B,CTL,D
Daniel Elahi Galan,2023-wimbledon-1405,3,1,168,02:06:19,30,0,0,0,1,0,0,0,0,0,0,0,0,0,3,124.0,0,C,CTL,
Daniel Elahi Galan,2023-wimbledon-1405,3,1,169,02:06:42,40,0,0,0,1,0,0,0,1,0,0,0,0,0,1,93.0,0,W,CTL,D
Daniel Elahi Galan,2023-wimbledon-1405,3,2,170,02:07:45,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,92.0,0,B,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,3,2,171,02:09:22,15,0,1,1,0,1,0,0,0,0,0,0,0,0,1,116.0,0,BW,NCTL,D
Daniel Elahi Galan,2023-wimbledon-1405,3,2,172,02:09:41,15,15,0,0,1,1,0,0,0,0,0,0,0,0,4,99.0,0,BC,CTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,3,2,173,02:10:33,30,15,1,1,0,1,0,0,0,0,0,0,0,0,3,107.0,0,BW,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,3,2,174,02:11:02,30,30,0,0,1,1,0,0,0,0,0,0,0,0,6,112.0,1,C,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,3,2,175,02:11:44,40,30,1,1,0,1,0,0,0,0,0,0,0,0,1,85.0,0,B,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,3,2,176,02:12:19,40,40,0,0,1,1,0,0,0,0,0,0,0,0,2,91.0,0,BW,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,3,2,177,02:13:01,AD,40,0,0,1,1,0,0,1,0,0,0,0,1,2,91.0,0,B,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,3,3,178,02:14:03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,106.0,0,BC,CTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,3,3,179,02:14:56,15,0,0,0,1,0,0,0,0,0,0,0,0,0,3,98.0,0,BW,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,3,3,180,02:15:24,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,101.0,0,BW,NCTL,D
Daniel Elahi Galan,2023-wimbledon-1405,3,3,181,02:15:47,40,0,0,0,1,0,0,0,1,0,0,0,0,0,3,104.0,0,BW,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,3,4,182,02:17:40,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,118.0,0,C,NCTL,D
Daniel Elahi Galan,2023-wimbledon-1405,3,4,183,02:17:58,0,15,1,1,0,1,0,0,0,0,0,0,0,0,1,118.0,0,C,NCTL,
Daniel Elahi Galan,2023-wimbledon-1405,3,4,184,02:18:15,0,30,1,1,0,1,0,0,0,0,0,0,0,0,3,98.0,0,BC,NCTL,D
Daniel Elahi Galan,2023-wimbledon-1405,3,4,185,02:18:53,0,40,1,1,0,1,1,0,1,0,1,0,0,0,1,95.0,0,B,NCTL,D
Daniel Elahi Galan,2023-wimbledon-1405,3,5,186,02:19:36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,114.0,0,W,CTL,
Daniel Elahi Galan,2023-wimbledon-1405,3,5,187,02:19:55,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,127.0,0,BW,NCTL,D
Daniel Elahi Galan,2023-wimbledon-1405,3,5,188,02:20:15,30,0,1,1,0,0,0,0,0,0,0,0,0,0,10,104.0,0,BC,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,3,5,189,02:21:00,30,15,0,0,1,0,0,0,0,0,0,0,0,0,1,103.0,0,B,NCTL,D
Daniel Elahi Galan,2023-wimbledon-1405,3,5,190,02:21:29,40,15,0,0,1,0,0,0,1,0,0,0,0,0,3,118.0,0,BC,NCTL,
Daniel Elahi Galan,2023-wimbledon-1405,3,6,191,02:23:14,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,103.0,0,W,CTL,D
Daniel Elahi Galan,2023-wimbledon-1405,3,6,192,02:23:35,0,15,0,0,1,1,0,0,0,0,0,0,0,0,4,89.0,0,B,NCTL,D
Daniel Elahi Galan,2023-wimbledon-1405,3,6,193,02:24:11,15,15,1,1,0,1,0,0,0,0,0,0,0,0,7,110.0,0,BW,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,3,6,194,02:24:57,15,30,1,1,0,1,0,0,0,0,0,0,0,0,1,91.0,0,BW,NCTL,D
Daniel Elahi Galan,2023-wimbledon-1405,3,6,195,02:25:26,15,40,0,0,1,1,0,0,0,0,1,0,0,0,4,116.0,0,C,CTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,3,6,196,02:26:08,30,40,1,1,0,1,1,0,1,0,1,0,0,0,1,114.0,0,W,CTL,
Daniel Elahi Galan,2023-wimbledon-1405,3,7,197,02:26:54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,117.0,0,W,CTL,D
Daniel Elahi Galan,2023-wimbledon-1405,3,7,198,02:27:16,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,122.0,0,W,CTL,
Daniel Elahi Galan,2023-wimbledon-1405,3,7,199,02:27:36,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,114.0,0,W,CTL,
Daniel Elahi Galan,2023-wimbledon-1405,3,7,200,02:27:53,40,0,0,0,1,0,0,0,1,0,0,0,0,0,1,123.0,0,C,NCTL,
Daniel Elahi Galan,2023-wimbledon-1405,3,8,201,02:29:41,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,91.0,0,BC,CTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,3,8,202,02:30:27,15,0,1,1,0,1,0,0,0,0,0,0,0,0,1,111.0,0,BW,NCTL,
Daniel Elahi Galan,2023-wimbledon-1405,3,8,203,02:30:43,15,15,1,1,0,1,0,0,0,0,0,0,0,0,1,118.0,0,C,NCTL,D
Daniel Elahi Galan,2023-wimbledon-1405,3,8,204,02:31:00,15,30,0,0,1,1,0,0,0,0,0,0,0,0,6,91.0,0,BW,CTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,3,8,205,02:31:43,30,30,0,0,1,1,0,0,0,0,0,0,0,0,6,111.0,0,W,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,3,8,206,02:32:21,40,30,1,1,0,1,0,0,0,0,0,0,0,0,1,119.0,0,W,CTL,D
Daniel Elahi Galan,2023-wimbledon-1405,3,8,207,02:32:45,40,40,0,0,1,1,0,0,0,0,0,0,0,0,4,110.0,0,BW,NCTL,D
Daniel Elahi Galan,2023-wimbledon-1405,3,8,208,02:33:13,AD,40,1,1,0,1,0,0,0,0,0,0,0,0,1,84.0,0,BC,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,3,8,209,02:33:52,40,40,1,1,0,1,0,0,0,0,0,0,0,0,1,122.0,0,C,NCTL,D
Daniel Elahi Galan,2023-wimbledon-1405,3,8,210,02:34:12,40,AD,1,1,0,1,1,0,1,0,1,0,0,0,3,116.0,0,W,CTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,3,9,211,02:34:49,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,128.0,1,C,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,3,9,212,02:35:35,0,15,0,0,1,0,0,0,0,0,0,0,0,0,3,122.0,0,BW,NCTL,ND
Daniel Elahi Galan,2023-wimbledon-1405,3,9,213,02:36:03,15,15,0,0,1,0,0,0,0,0,0,0,0,0,3,115.0,0,W,CTL,D
Daniel Elahi Galan,2023-wimbledon-1405,3,9,214,02:36:33,30,15,0,0,1,0,0,0,0,0,0,0,0,0,1,106.0,0,BC,NCTL,D
Daniel Elahi Galan,2023-wimbledon-1405,3,9,215,02:37:03,40,15,0,0,1,0,0,0,1,1,0,0,0,0,3,116.0,0,W,NCTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,1,1,00:00:00,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,123.0,0,BC,NCTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,1,2,00:00:21,15,0,1,1,0,1,0,0,0,0,0,0,0,0,3,121.0,0,C,NCTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,1,3,00:00:41,30,0,0,0,1,1,0,0,0,0,0,0,0,0,2,88.0,0,BC,NCTL,D
Daniil Medvedev,2023-wimbledon-1305,1,1,4,00:01:11,30,15,1,1,0,1,0,0,0,0,0,0,0,0,1,90.0,0,BW,NCTL,D
Daniil Medvedev,2023-wimbledon-1305,1,1,5,00:01:39,40,15,0,0,1,1,0,0,0,0,1,0,0,0,2,101.0,0,BW,NCTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,1,6,00:02:04,40,30,1,1,0,1,1,0,1,0,1,0,0,0,1,121.0,0,BW,CTL,
Daniil Medvedev,2023-wimbledon-1305,1,2,7,00:03:07,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,93.0,0,C,NCTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,2,8,00:03:49,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,111.0,0,BW,NCTL,D
Daniil Medvedev,2023-wimbledon-1305,1,2,9,00:04:30,15,15,1,1,0,0,0,0,0,0,0,0,0,0,10,118.0,0,BW,NCTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,2,10,00:05:20,30,15,1,1,0,0,0,0,0,0,0,0,0,0,4,86.0,0,W,NCTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,2,11,00:06:07,40,15,0,0,1,0,0,0,0,0,1,1,1,0,1,105.0,0,W,CTL,D
Daniil Medvedev,2023-wimbledon-1305,1,2,12,00:06:37,40,30,0,0,1,0,0,0,0,0,1,1,1,0,3,88.0,0,W,CTL,
Daniil Medvedev,2023-wimbledon-1305,1,2,13,00:07:16,40,40,0,0,1,0,0,0,0,0,0,0,0,0,15,97.0,0,BW,NCTL,D
Daniil Medvedev,2023-wimbledon-1305,1,2,14,00:08:24,40,AD,0,0,1,0,0,0,1,0,0,0,0,0,1,118.0,0,W,NCTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,3,15,00:08:58,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,123.0,0,C,CTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,3,16,00:09:16,15,0,0,0,1,1,0,0,0,0,0,0,0,0,2,89.0,0,B,NCTL,D
Daniil Medvedev,2023-wimbledon-1305,1,3,17,00:09:42,15,15,0,0,1,1,0,0,0,0,0,0,0,0,2,104.0,0,BW,NCTL,D
Daniil Medvedev,2023-wimbledon-1305,1,3,18,00:10:08,15,30,0,0,1,1,0,0,0,0,0,0,0,0,2,89.0,0,BW,NCTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,3,19,00:10:40,15,40,1,1,0,1,0,0,0,0,0,0,0,0,7,95.0,0,B,NCTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,3,20,00:11:22,30,40,0,0,1,1,0,0,1,0,0,0,0,1,10,121.0,0,C,CTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,4,21,00:13:26,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,119.0,0,W,CTL,D
Daniil Medvedev,2023-wimbledon-1305,1,4,22,00:13:49,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,121.0,0,C,NCTL,D
Daniil Medvedev,2023-wimbledon-1305,1,4,23,00:14:15,15,15,0,0,1,0,0,0,0,0,0,0,0,0,1,110.0,0,BW,NCTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,4,24,00:14:43,15,30,0,0,1,0,0,0,0,0,0,0,0,0,1,84.0,0,W,CTL,D
Daniil Medvedev,2023-wimbledon-1305,1,4,25,00:15:17,15,40,0,0,1,0,0,0,1,0,0,0,0,0,5,123.0,0,C,NCTL,D
Daniil Medvedev,2023-wimbledon-1305,1,5,26,00:15:56,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5,108.0,1,W,CTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,5,27,00:16:26,15,0,1,1,0,1,0,0,0,0,0,0,0,0,1,102.0,0,C,NCTL,D
Daniil Medvedev,2023-wimbledon-1305,1,5,28,00:16:50,30,0,0,0,1,1,0,0,0,0,0,0,0,0,2,107.0,0,W,CTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,5,29,00:17:07,30,15,1,1,0,1,0,0,0,0,0,0,0,0,19,125.0,1,C,NCTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,5,30,00:18:03,40,15,0,0,1,1,0,0,0,0,1,0,0,0,6,94.0,0,C,NCTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,5,31,00:18:36,40,30,0,0,1,1,0,0,0,0,1,0,0,0,2,116.0,0,BW,NCTL,D
Daniil Medvedev,2023-wimbledon-1305,1,5,32,00:18:57,40,40,1,1,0,1,0,0,0,0,0,0,0,0,1,122.0,0,C,CTL,D
Daniil Medvedev,2023-wimbledon-1305,1,5,33,00:19:12,AD,40,0,0,1,1,0,0,0,0,1,0,0,0,2,117.0,0,C,NCTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,5,34,00:19:34,40,40,1,1,0,1,0,0,0,0,0,0,0,0,9,113.0,0,BW,NCTL,D
Daniil Medvedev,2023-wimbledon-1305,1,5,35,00:20:13,AD,40,1,1,0,1,1,0,1,0,1,0,0,0,3,122.0,0,W,CTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,6,36,00:22:12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,110.0,0,W,CTL,
Daniil Medvedev,2023-wimbledon-1305,1,6,37,00:22:44,0,15,1,1,0,0,0,0,0,0,0,0,0,0,4,123.0,0,C,NCTL,D
Daniil Medvedev,2023-wimbledon-1305,1,6,38,00:23:16,15,15,0,0,1,0,0,0,0,0,0,0,0,0,5,117.0,0,W,CTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,6,39,00:23:52,15,30,1,1,0,0,0,0,0,0,0,0,0,0,6,88.0,0,B,NCTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,6,40,00:24:45,30,30,0,0,1,0,0,0,0,0,0,0,0,0,3,116.0,0,W,CTL,
Daniil Medvedev,2023-wimbledon-1305,1,6,41,00:25:16,30,40,0,0,1,0,0,0,1,0,0,0,0,0,3,119.0,0,W,CTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,7,42,00:25:48,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5,112.0,0,W,CTL,D
Daniil Medvedev,2023-wimbledon-1305,1,7,43,00:26:19,15,0,0,0,1,1,0,0,0,0,0,0,0,0,2,122.0,0,C,NCTL,D
Daniil Medvedev,2023-wimbledon-1305,1,7,44,00:26:38,15,15,0,0,1,1,0,0,0,0,0,0,0,0,8,122.0,0,C,NCTL,D
Daniil Medvedev,2023-wimbledon-1305,1,7,45,00:27:09,15,30,1,1,0,1,0,0,0,0,0,0,0,0,7,112.0,0,C,NCTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,7,46,00:27:42,30,30,1,1,0,1,0,0,0,0,0,0,0,0,5,108.0,1,BW,NCTL,D
Daniil Medvedev,2023-wimbledon-1305,1,7,47,00:28:13,40,30,1,1,0,1,1,0,1,0,1,0,0,0,1,127.0,0,C,CTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,8,48,00:30:04,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,115.0,0,W,NCTL,D
Daniil Medvedev,2023-wimbledon-1305,1,8,49,00:30:50,15,0,0,0,1,0,0,0,0,0,0,0,0,0,3,121.0,0,W,CTL,ND
Daniil Medvedev,2023-wimbledon-1305,1,8,50,00:31:23,15,15,0,0,1,0,0,0,0,0,0,0,0,0,3,122.0,0,C,CTL,ND
