player,match_id,set_no,game_no,point_no,elapsed_time,p1_score,p2_score,y,if_score,if_nscore,if_server,if_win_game,if_win_set,if_end_game,if_end_set,game_point,break_point,break_fail,broken,rally_count,speed_mph,net_pt,serve_width,serve_depth,return_depth,weighted_sum_if_score,weighted_sum_if_nscore,weighted_sum_if_win_game,weighted_sum_if_win_set,weighted_sum_game_point,weighted_sum_break_point,weighted_sum_break_fail,weighted_sum_broken,weighted_sum_rally_count,quality
Daniil Medvedev,2023-wimbledon-1305,4,5,208,02:40:32,30,15,0,0,1,0,0,0,0.0,0.0,0,0,0,0,3,117.0,0,3,1,1,0.9368435264506968,1.063156473549303,0.1289100684225701,3.725290298461914e-09,0.1914100712201802,0.0039062500036379,3.637978807091713e-12,5.0978941156238473e-57,15.440729480313951,0.5
Daniil Medvedev,2023-wimbledon-1305,4,5,209,02:40:59,30,30,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1,104.0,0,4,1,0,0.4684217632253484,1.5315782367746515,0.064455034211285,1.862645149230957e-09,0.0957050356100901,0.0019531250018189,1.8189894035458565e-12,2.548947057811924e-57,10.720364740156976,1.0
Daniil Medvedev,2023-wimbledon-1305,4,5,210,02:41:36,30,40,1,1,0,0,0,0,0.0,0.0,0,0,0,0,10,120.0,0,3,1,1,0.2342108816126742,1.7657891183873258,0.0322275171056425,9.313225746154783e-10,0.047852517805045,0.0009765625009094,9.094947017729282e-13,1.2744735289059618e-57,6.360182370078488,1.0
Daniil Medvedev,2023-wimbledon-1305,4,5,211,02:42:28,40,40,0,0,1,0,0,0,1.0,0.0,0,0,0,0,7,96.0,0,2,1,1,1.117105440806337,0.8828945591936629,0.0161137585528212,4.656612873077393e-10,0.0239262589025225,0.0004882812504547,4.547473508864641e-13,6.372367644529809e-58,13.180091185039243,0.0
Daniil Medvedev,2023-wimbledon-1305,4,5,212,02:43:19,40,AD,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1,121.0,0,2,1,1,0.5585527204031685,1.4414472795968314,0.0080568792764106,2.3283064365386963e-10,0.0119631294512612,0.0002441406252273,2.273736754432321e-13,3.186183822264905e-58,13.590045592519624,0.0
Daniil Medvedev,2023-wimbledon-1305,4,6,213,02:45:05,0,0,1,1,0,1,0,0,0.0,0.0,0,0,0,0,1,102.0,0,4,0,1,0.2792763602015842,1.7207236397984156,0.0040284396382053,1.1641532182693479e-10,0.0059815647256306,0.0001220703126136,1.1368683772161605e-13,1.5930919111324526e-58,7.795022796259811,0.0
Daniil Medvedev,2023-wimbledon-1305,4,6,214,02:45:24,15,0,1,1,0,1,0,0,0.0,0.0,0,0,0,0,1,119.0,0,3,1,0,1.1396381801007922,0.8603618198992078,0.0020142198191026,5.820766091346741e-11,0.0029907823628153,6.103515630684342e-05,5.684341886080803e-14,7.965459555662261e-59,4.897511398129906,1.0
Daniil Medvedev,2023-wimbledon-1305,4,6,215,02:45:39,30,0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,12,105.0,0,2,1,1,1.569819090050396,0.4301809099496039,0.0010071099095513,2.9103830456733704e-11,0.0014953911814076,3.051757815342171e-05,2.8421709430404014e-14,3.982729777831132e-59,3.448755699064953,1.0
Daniil Medvedev,2023-wimbledon-1305,4,6,216,02:46:13,30,15,0,0,1,1,0,0,0.0,0.0,0,0,0,0,6,124.0,0,3,1,1,0.784909545025198,1.2150904549748018,0.0005035549547756,1.4551915228366852e-11,0.0007476955907038,1.5258789076710855e-05,1.4210854715202004e-14,1.9913648889155653e-59,13.724377849532477,0.0
Daniil Medvedev,2023-wimbledon-1305,4,6,217,02:46:38,30,30,1,1,0,1,0,0,1.0,0.0,0,0,0,0,7,111.0,0,4,0,0,0.3924547725125989,1.607545227487401,0.0002517774773878,7.275957614183426e-12,0.0003738477953519,7.629394538355427e-06,7.105427357601002e-15,9.95682444457783e-60,12.862188924766238,0.0
Daniil Medvedev,2023-wimbledon-1305,4,6,218,02:47:05,40,30,1,1,0,1,1,0,0.0,0.0,1,0,0,0,7,122.0,0,2,1,1,1.1962273862562995,0.8037726137437005,0.0001258887386939,3.637978807091713e-12,0.0001869238976759,3.814697269177714e-06,3.552713678800501e-15,4.9784122222889134e-60,13.431094462383118,1.0
Daniil Medvedev,2023-wimbledon-1305,4,7,219,02:47:57,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,3,97.0,0,3,1,0,1.5981136931281497,0.4018863068718502,1.000062944369347,1.8189894035458565e-12,1.000093461948838,1.907348634588857e-06,1.7763568394002505e-15,2.4892061111444567e-60,13.71554723119156,0.0
Daniil Medvedev,2023-wimbledon-1305,4,7,220,02:48:35,0,15,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1,103.0,0,4,0,1,0.7990568465640748,1.2009431534359252,0.5000314721846735,9.094947017729282e-13,0.500046730974419,9.536743172944284e-07,8.881784197001252e-16,1.2446030555722283e-60,9.85777361559578,0.0
Daniil Medvedev,2023-wimbledon-1305,4,7,221,02:49:07,0,30,0,0,1,0,0,0,1.0,0.0,0,0,0,0,1,115.0,0,4,0,0,0.3995284232820374,1.6004715767179625,0.2500157360923367,4.547473508864641e-13,0.2500233654872095,4.768371586472142e-07,4.440892098500626e-16,6.223015277861142e-61,5.928886807797889,1.0
Daniil Medvedev,2023-wimbledon-1305,4,7,222,02:49:30,0,40,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1,125.0,0,3,0,0,0.1997642116410187,1.8002357883589812,0.1250078680461683,2.273736754432321e-13,0.1250116827436047,2.384185793236071e-07,2.220446049250313e-16,3.111507638930571e-61,3.9644434038989447,1.0
Daniil Medvedev,2023-wimbledon-1305,4,8,223,02:51:11,0,0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,4,124.0,0,3,1,0,0.0998821058205093,1.9001178941794907,0.0625039340230841,1.1368683772161605e-13,0.0625058413718023,1.1920928966180358e-07,1.1102230246251563e-16,1.5557538194652854e-61,2.9822217019494723,0.6
Daniil Medvedev,2023-wimbledon-1305,4,8,224,02:51:35,0,15,0,0,1,1,0,0,0.0,0.0,0,0,0,0,4,123.0,0,1,0,0,0.0499410529102546,1.9500589470897451,0.031251967011542,5.684341886080803e-14,0.0312529206859011,5.960464483090179e-08,5.551115123125783e-17,7.778769097326427e-62,5.491110850974736,0.0
Daniil Medvedev,2023-wimbledon-1305,4,8,225,02:51:55,0,30,1,1,0,1,0,0,0.0,0.0,0,0,0,0,3,111.0,1,4,0,1,0.0249705264551273,1.9750294735448728,0.015625983505771,2.8421709430404014e-14,0.0156264603429505,2.9802322415450895e-08,2.775557561562892e-17,3.8893845486632136e-62,6.745555425487368,1.0
Daniil Medvedev,2023-wimbledon-1305,4,8,226,02:52:21,15,30,1,1,0,1,0,0,0.0,0.0,0,0,0,0,1,126.0,0,3,0,2,1.0124852632275636,0.9875147367724364,0.0078129917528855,1.4210854715202004e-14,0.0078132301714752,1.4901161207725444e-08,1.3877787807814457e-17,1.9446922743316068e-62,6.372777712743684,0.0
Daniil Medvedev,2023-wimbledon-1305,4,8,227,02:52:49,30,30,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,126.0,0,1,0,1,1.5062426316137818,0.4937573683862181,0.0039064958764427,7.105427357601002e-15,0.0039066150857376,7.450580603862722e-09,6.938893903907228e-18,9.723461371658034e-63,4.186388856371842,0.0
Daniil Medvedev,2023-wimbledon-1305,4,8,228,02:53:25,30,40,1,1,0,1,0,0,0.0,0.0,0,0,0,0,1,124.0,0,4,0,1,0.7531213158068909,1.246878684193109,0.0019532479382213,3.552713678800501e-15,0.0019533075428688,3.725290301931361e-09,3.469446951953614e-18,4.861730685829017e-63,2.093194428185921,1.0
Daniil Medvedev,2023-wimbledon-1305,4,8,229,02:53:46,40,40,1,1,0,1,0,0,1.0,0.0,0,0,0,0,5,122.0,1,4,1,1,1.3765606579034455,0.6234393420965545,0.0009766239691106,1.7763568394002505e-15,0.0009766537714344,1.86264515096568e-09,1.734723475976807e-18,2.4308653429145085e-63,2.0465972140929605,0.0
Daniil Medvedev,2023-wimbledon-1305,4,8,230,02:54:15,AD,40,1,1,0,1,1,0,0.0,0.0,1,0,0,0,1,126.0,0,3,1,0,1.6882803289517228,0.3117196710482772,0.0004883119845553,8.881784197001252e-16,0.0004883268857172,9.313225754828403e-10,8.673617379884035e-19,1.2154326714572542e-63,6.02329860704648,0.0
Daniil Medvedev,2023-wimbledon-1305,4,9,231,02:54:56,0,0,1,1,0,0,0,0,0.0,0.0,0,0,0,0,2,99.0,0,2,1,1,1.8441401644758613,0.1558598355241386,1.0002441559922777,4.440892098500626e-16,1.0002441634428587,4.6566128774142e-10,4.336808689942019e-19,6.077163357286271e-64,4.011649303523241,0.5
Daniil Medvedev,2023-wimbledon-1305,4,9,232,02:55:38,15,0,1,1,0,0,0,0,0.0,0.0,0,0,0,0,6,116.0,0,2,1,1,1.9220700822379304,0.0779299177620693,0.5001220779961388,2.220446049250313e-16,0.5001220817214294,2.3283064387071006e-10,2.1684043449710093e-19,3.038581678643136e-64,4.00582465176162,1.0
Daniil Medvedev,2023-wimbledon-1305,4,9,233,02:56:08,30,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1,110.0,0,4,0,1,1.9610350411189652,0.0389649588810346,0.2500610389980694,1.1102230246251563e-16,0.2500610408607147,1.1641532193535503e-10,1.0842021724855044e-19,1.5192908393215678e-64,8.002912325880809,0.0
Daniil Medvedev,2023-wimbledon-1305,4,9,234,02:56:32,30,15,1,1,0,0,0,0,0.0,0.0,0,0,0,0,6,108.0,0,2,1,1,0.9805175205594828,1.0194824794405173,0.1250305194990347,5.551115123125783e-17,0.1250305204303573,5.820766096767752e-11,5.421010862427522e-20,7.596454196607839e-65,5.001456162940404,0.5
Daniil Medvedev,2023-wimbledon-1305,4,9,235,02:57:07,40,15,0,0,1,0,0,0,0.0,0.0,1,1,1,0,9,97.0,0,2,1,0,1.4902587602797412,0.5097412397202586,0.0625152597495173,2.775557561562892e-17,0.0625152602151786,2.910383048383876e-11,2.710505431213761e-20,3.79822709830392e-65,8.500728081470202,0.0
Daniil Medvedev,2023-wimbledon-1305,4,9,236,02:57:58,40,30,0,0,1,0,0,0,0.0,0.0,1,1,1,0,3,110.0,0,4,0,2,0.7451293801398706,1.2548706198601294,0.0312576298747586,1.3877787807814457e-17,1.0312576301075893,1.000000000014552,1.0,1.89911354915196e-65,13.2503640407351,0.6666666666666666
Daniil Medvedev,2023-wimbledon-1305,4,9,237,02:58:30,40,40,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1,99.0,0,4,0,1,0.3725646900699353,1.627435309930065,0.0156288149373793,6.938893903907228e-18,1.5156288150537949,1.500000000007276,1.5,9.4955677457598e-66,9.62518202036755,0.3333333333333333
Daniil Medvedev,2023-wimbledon-1305,4,9,238,02:59:10,40,AD,1,1,0,0,0,0,0.0,0.0,0,0,0,0,2,92.0,0,2,1,2,0.1862823450349676,1.8137176549650325,0.0078144074686896,3.469446951953614e-18,0.7578144075268973,0.750000000003638,0.75,4.7477838728798994e-66,5.812591010183775,1.0
Daniil Medvedev,2023-wimbledon-1305,4,9,239,02:59:51,40,40,0,0,1,0,0,0,1.0,0.0,0,0,0,0,9,122.0,0,3,0,0,1.0931411725174838,0.9068588274825162,0.0039072037343448,1.734723475976807e-18,0.3789072037634486,0.375000000001819,0.375,2.3738919364399497e-66,4.906295505091888,0.0
Daniil Medvedev,2023-wimbledon-1305,4,9,240,03:00:40,40,AD,0,0,1,0,0,0,0.0,0.0,0,0,0,0,7,122.0,0,2,1,1,0.5465705862587419,1.453429413741258,0.0019536018671724,8.673617379884035e-19,0.1894536018817243,0.1875000000009095,0.1875,1.1869459682199748e-66,11.453147752545943,0.0
Daniil Medvedev,2023-wimbledon-1305,4,10,241,03:02:28,0,0,1,1,0,1,0,0,0.0,0.0,0,0,0,0,1,124.0,0,3,1,1,0.2732852931293709,1.726714706870629,0.0009768009335862,4.336808689942019e-19,0.0947268009408621,0.0937500000004547,0.09375,5.934729841099874e-67,12.72657387627297,0.0
Daniil Medvedev,2023-wimbledon-1305,4,10,242,03:02:45,15,0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,116.0,0,4,0,2,1.1366426465646855,0.8633573534353145,0.0004884004667931,2.1684043449710093e-19,0.047363400470431,0.0468750000002273,0.046875,2.967364920549937e-67,7.363286938136485,0.0
Daniil Medvedev,2023-wimbledon-1305,4,10,243,03:03:07,15,15,1,1,0,1,0,0,0.0,0.0,0,0,0,0,7,124.0,0,3,1,0,0.5683213232823427,1.4316786767176573,0.0002442002333965,1.0842021724855044e-19,0.0236817002352155,0.0234375000001136,0.0234375,1.4836824602749686e-67,3.6816434690682422,0.6
Daniil Medvedev,2023-wimbledon-1305,4,10,244,03:03:37,30,15,1,1,0,1,0,0,0.0,0.0,0,0,0,0,1,124.0,0,4,0,0,1.2841606616411714,0.7158393383588286,0.0001221001166982,5.421010862427522e-20,0.0118408501176077,0.0117187500000568,0.01171875,7.418412301374843e-68,8.84082173453412,0.5
Daniil Medvedev,2023-wimbledon-1305,4,10,245,03:03:54,40,15,0,0,1,1,0,0,1.0,1.0,1,0,0,0,6,125.0,0,1,0,0,1.6420803308205856,0.3579196691794143,6.105005834913804e-05,2.710505431213761e-20,0.0059204250588038,0.0058593750000284,0.005859375,3.7092061506874206e-68,5.42041086726706,0.0
Daniil Medvedev,2023-wimbledon-1305,4,10,246,03:04:23,40,30,1,1,0,1,1,1,0.0,0.0,1,0,0,0,1,113.0,0,3,0,1,0.8210401654102928,1.1789598345897072,3.052502917456902e-05,1.3552527156068804e-20,1.002960212529402,0.0029296875000142,0.0029296875,1.8546030753437107e-68,8.71020543363353,0.5
Daniil Medvedev,2023-wimbledon-1403,1,1,1,00:00:00,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,3,112.0,0,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniil Medvedev,2023-wimbledon-1403,1,1,2,00:00:26,0,15,1,1,0,0,0,0,0.0,0.0,0,0,0,0,6,100.0,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
Daniil Medvedev,2023-wimbledon-1403,1,1,3,00:01:10,15,15,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1,109.0,0,0,0,0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,1.0
Daniil Medvedev,2023-wimbledon-1403,1,1,4,00:01:42,15,30,1,1,0,0,0,0,0.0,0.0,0,0,0,0,2,124.0,0,4,0,1,0.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.6666666666666666
Daniil Medvedev,2023-wimbledon-1403,1,1,5,00:02:05,30,30,1,1,0,0,0,0,0.0,0.0,0,0,0,0,0,110.0,0,4,0,2,1.25,0.625,0.0,0.0,0.0,0.0,0.0,0.0,4.375,0.6666666666666666
Daniil Medvedev,2023-wimbledon-1403,1,1,6,00:02:34,40,30,0,0,1,0,0,0,0.0,0.0,1,1,1,0,3,127.0,0,2,1,2,1.625,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,2.1875,1.0
Daniil Medvedev,2023-wimbledon-1403,1,1,7,00:02:58,40,40,1,1,0,0,0,0,1.0,0.0,0,0,0,0,10,127.0,0,0,1,1,0.8125,1.15625,0.0,0.0,1.0,1.0,1.0,0.0,4.09375,1.0
Daniil Medvedev,2023-wimbledon-1403,1,1,8,00:03:37,AD,40,1,1,0,0,1,0,0.0,0.0,1,1,0,0,2,132.0,0,3,1,1,1.40625,0.578125,0.0,0.0,0.5,0.5,0.5,0.0,12.046875,1.0
Daniil Medvedev,2023-wimbledon-1403,1,2,9,00:04:40,0,0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,6,102.0,0,0,1,1,1.703125,0.2890625,1.0,0.0,1.25,1.25,0.25,0.0,8.0234375,0.0
Daniil Medvedev,2023-wimbledon-1403,1,2,10,00:05:14,0,15,1,1,0,1,0,0,0.0,0.0,0,0,0,0,1,104.0,0,3,1,0,0.8515625,1.14453125,0.5,0.0,0.625,0.625,0.125,0.0,10.01171875,0.0
Daniil Medvedev,2023-wimbledon-1403,1,2,11,00:05:45,15,15,0,0,1,1,0,0,0.0,0.0,0,0,0,0,4,96.0,0,2,1,0,1.42578125,0.572265625,0.25,0.0,0.3125,0.3125,0.0625,0.0,6.005859375,0.3333333333333333
Daniil Medvedev,2023-wimbledon-1403,1,2,12,00:06:18,15,30,1,1,0,1,0,0,0.0,0.0,0,0,0,0,5,124.0,0,3,1,0,0.712890625,1.2861328125,0.125,0.0,0.15625,0.15625,0.03125,0.0,7.0029296875,0.6
Daniil Medvedev,2023-wimbledon-1403,1,2,13,00:06:47,30,30,1,1,0,1,0,0,1.0,0.0,0,0,0,0,5,97.0,0,0,1,0,1.3564453125,0.64306640625,0.0625,0.0,0.078125,0.078125,0.015625,0.0,8.50146484375,1.0
Daniil Medvedev,2023-wimbledon-1403,1,2,14,00:07:23,40,30,1,1,0,1,1,0,0.0,0.0,1,0,0,0,3,119.0,0,3,1,0,1.67822265625,0.321533203125,0.03125,0.0,0.0390625,0.0390625,0.0078125,0.0,9.250732421875,1.0
Daniil Medvedev,2023-wimbledon-1403,1,3,15,00:07:57,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1,115.0,0,4,0,2,1.839111328125,0.1607666015625,1.015625,0.0,1.01953125,0.01953125,0.00390625,0.0,7.6253662109375,0.0
Daniil Medvedev,2023-wimbledon-1403,1,3,16,00:08:18,0,15,0,0,1,0,0,0,0.0,0.0,0,0,0,0,3,128.0,0,4,0,1,0.9195556640625,1.08038330078125,0.5078125,0.0,0.509765625,0.009765625,0.001953125,0.0,4.81268310546875,1.0
Daniil Medvedev,2023-wimbledon-1403,1,3,17,00:08:43,0,30,0,0,1,0,0,0,1.0,0.0,0,0,0,0,1,122.0,0,3,1,0,0.45977783203125,1.540191650390625,0.25390625,0.0,0.2548828125,0.0048828125,0.0009765625,0.0,5.406341552734375,0.6666666666666666
Daniil Medvedev,2023-wimbledon-1403,1,3,18,00:09:04,0,40,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1,119.0,0,3,1,0,0.229888916015625,1.7700958251953125,0.126953125,0.0,0.12744140625,0.00244140625,0.00048828125,0.0,3.703170776367188,0.6
Daniil Medvedev,2023-wimbledon-1403,1,4,19,00:11:04,0,0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,116.0,0,4,0,2,0.1149444580078125,1.885047912597656,0.0634765625,0.0,0.063720703125,0.001220703125,0.000244140625,0.0,2.8515853881835938,0.0
Daniil Medvedev,2023-wimbledon-1403,1,4,20,00:11:31,0,15,1,1,0,1,0,0,0.0,0.0,0,0,0,0,3,118.0,0,2,1,1,0.0574722290039062,1.942523956298828,0.03173828125,0.0,0.0318603515625,0.0006103515625,0.0001220703125,0.0,1.4257926940917969,1.0
Daniil Medvedev,2023-wimbledon-1403,1,4,21,00:11:55,15,15,0,0,1,1,0,0,0.0,0.0,0,0,0,0,2,103.0,0,2,1,1,1.0287361145019531,0.971261978149414,0.015869140625,0.0,0.01593017578125,0.00030517578125,6.103515625e-05,0.0,3.7128963470458975,1.0
Daniil Medvedev,2023-wimbledon-1403,1,4,22,00:12:26,15,30,1,1,0,1,0,0,0.0,0.0,0,0,0,0,1,122.0,0,4,0,0,0.5143680572509766,1.485630989074707,0.0079345703125,0.0,0.007965087890625,0.000152587890625,3.0517578125e-05,0.0,3.856448173522949,1.0
Daniil Medvedev,2023-wimbledon-1403,1,4,23,00:12:45,30,30,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,107.0,0,2,1,0,1.2571840286254885,0.7428154945373535,0.00396728515625,0.0,0.0039825439453125,7.62939453125e-05,1.52587890625e-05,0.0,2.9282240867614746,1.0
Daniil Medvedev,2023-wimbledon-1403,1,4,24,00:13:03,40,30,1,1,0,1,1,0,0.0,0.0,1,0,0,0,7,124.0,0,4,0,1,1.628592014312744,0.3714077472686767,0.001983642578125,0.0,0.0019912719726562,3.814697265625e-05,7.62939453125e-06,0.0,2.4641120433807373,1.0
Daniil Medvedev,2023-wimbledon-1403,1,5,25,00:13:45,0,0,1,1,0,0,0,0,0.0,0.0,0,0,0,0,2,97.0,0,1,1,0,1.814296007156372,0.1857038736343383,1.0009918212890625,0.0,1.000995635986328,1.9073486328125e-05,3.814697265625e-06,0.0,8.232056021690369,1.0
Daniil Medvedev,2023-wimbledon-1403,1,5,26,00:14:12,15,0,1,1,0,0,0,0,0.0,0.0,0,0,0,0,2,87.0,0,2,0,1,1.907148003578186,0.0928519368171691,0.5004959106445312,0.0,0.5004978179931641,9.5367431640625e-06,1.9073486328125e-06,0.0,6.116028010845184,1.0
Daniil Medvedev,2023-wimbledon-1403,1,5,27,00:14:44,30,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,7,115.0,0,2,1,1,1.953574001789093,0.0464259684085845,0.2502479553222656,0.0,0.250248908996582,4.76837158203125e-06,9.5367431640625e-07,0.0,5.058014005422592,0.0
Daniil Medvedev,2023-wimbledon-1403,1,5,28,00:15:32,30,15,1,1,0,0,0,0,0.0,0.0,0,0,0,0,8,99.0,0,1,1,1,0.9767870008945464,1.0232129842042923,0.1251239776611328,0.0,0.125124454498291,2.384185791015625e-06,4.76837158203125e-07,0.0,9.529007002711296,1.0
Daniil Medvedev,2023-wimbledon-1403,1,5,29,00:16:39,40,15,0,0,1,0,0,0,0.0,0.0,1,1,1,0,1,116.0,0,4,1,0,1.4883935004472733,0.5116064921021461,0.0625619888305664,0.0,0.0625622272491455,1.1920928955078125e-06,2.384185791015625e-07,0.0,12.764503501355648,0.0
Daniil Medvedev,2023-wimbledon-1403,1,5,30,00:17:00,40,30,0,0,1,0,0,0,0.0,0.0,1,1,1,0,3,118.0,0,0,0,2,0.7441967502236366,1.255803246051073,0.0312809944152832,0.0,1.0312811136245728,1.0000005960464478,1.0000001192092896,0.0,7.382251750677824,0.0
Daniil Medvedev,2023-wimbledon-1403,1,5,31,00:17:25,40,40,0,0,1,0,0,0,0.0,0.0,0,0,0,0,9,106.0,0,0,1,1,0.3720983751118183,1.6279016230255363,0.0156404972076416,0.0,1.5156405568122864,1.500000298023224,1.5000000596046448,0.0,6.691125875338912,0.0
Daniil Medvedev,2023-wimbledon-1403,1,5,32,00:18:14,40,AD,1,1,0,0,0,0,0.0,0.0,0,0,0,0,4,127.0,0,3,1,1,0.1860491875559091,1.8139508115127685,0.0078202486038208,0.0,0.7578202784061432,0.7500001490116119,0.7500000298023224,0.0,12.345562937669456,1.0
Daniil Medvedev,2023-wimbledon-1403,1,5,33,00:18:42,40,40,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1,118.0,0,3,1,2,1.0930245937779546,0.906975405756384,0.0039101243019104,0.0,0.3789101392030716,0.3750000745058059,0.3750000149011612,0.0,10.172781468834728,1.0
Daniil Medvedev,2023-wimbledon-1403,1,5,34,00:19:03,40,AD,1,1,0,0,0,0,0.0,0.0,0,0,0,0,4,126.0,0,2,1,1,0.5465122968889773,1.453487702878192,0.0019550621509552,0.0,0.1894550696015358,0.1875000372529029,0.1875000074505806,0.0,6.086390734417364,0.75
Daniil Medvedev,2023-wimbledon-1403,1,5,35,00:19:29,40,40,0,0,1,0,0,0,1.0,0.0,0,0,0,0,1,116.0,0,2,1,1,1.2732561484444886,0.726743851439096,0.0009775310754776,0.0,0.0947275348007679,0.0937500186264514,0.0937500037252903,0.0,7.043195367208682,1.0
Daniil Medvedev,2023-wimbledon-1403,1,5,36,00:19:51,40,AD,0,0,1,0,0,0,0.0,0.0,0,0,0,0,7,95.0,0,2,0,0,0.6366280742222443,1.363371925719548,0.0004887655377388,0.0,0.0473637674003839,0.0468750093132257,0.0468750018626451,0.0,4.521597683604341,0.0
Daniil Medvedev,2023-wimbledon-1403,1,6,37,00:21:54,0,0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,126.0,0,3,0,2,0.3183140371111221,1.681685962859774,0.0002443827688694,0.0,0.0236818837001919,0.0234375046566128,0.0234375009313225,0.0,9.26079884180217,0.0
Daniil Medvedev,2023-wimbledon-1403,1,6,38,00:22:19,0,15,0,0,1,1,0,0,0.0,0.0,0,0,0,0,12,93.0,0,2,0,0,0.159157018555561,1.840842981429887,0.0001221913844347,0.0,0.0118409418500959,0.0117187523283064,0.0117187504656612,0.0,4.630399420901085,0.0
Daniil Medvedev,2023-wimbledon-1403,1,6,39,00:23:07,0,30,1,1,0,1,0,0,0.0,0.0,0,0,0,0,1,117.0,0,3,1,2,0.0795785092777805,1.9204214907149435,6.109569221735e-05,0.0,0.0059204709250479,0.0058593761641532,0.0058593752328306,0.0,14.315199710450544,1.0
Daniil Medvedev,2023-wimbledon-1403,1,6,40,00:23:27,15,30,1,1,0,1,0,0,0.0,0.0,0,0,0,0,1,118.0,0,3,1,2,1.0397892546388905,0.9602107453574718,3.0547846108675e-05,0.0,0.0029602354625239,0.0029296880820766,0.0029296876164153,0.0,8.157599855225271,0.25
Daniil Medvedev,2023-wimbledon-1403,1,6,41,00:24:05,30,30,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,110.0,0,4,0,0,1.5198946273194451,0.4801053726787359,1.52739230543375e-05,0.0,0.0014801177312619,0.0014648440410383,0.0014648438082076,0.0,5.078799927612636,0.0
Daniil Medvedev,2023-wimbledon-1403,1,6,42,00:24:24,40,30,1,1,0,1,1,0,0.0,0.0,1,0,0,0,1,118.0,0,4,0,2,1.7599473136597226,0.2400526863393679,7.63696152716875e-06,0.0,0.0007400588656309,0.0007324220205191,0.0007324219041038,0.0,3.539399963806318,0.0
Daniil Medvedev,2023-wimbledon-1403,1,7,43,00:24:57,0,0,1,1,0,0,0,0,0.0,0.0,0,0,0,0,12,107.0,0,1,1,1,1.8799736568298613,0.1200263431696839,1.0000038184807636,0.0,1.0003700294328155,0.0003662110102595,0.0003662109520519,0.0,2.769699981903159,0.5
Daniil Medvedev,2023-wimbledon-1403,1,7,44,00:25:43,15,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,3,121.0,0,3,1,2,1.9399868284149304,0.0600131715848419,0.5000019092403818,0.0,0.5001850147164077,0.0001831055051297,0.0001831054760259,0.0,13.38484999095158,0.6666666666666666
Daniil Medvedev,2023-wimbledon-1403,1,7,45,00:26:13,15,15,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1,114.0,0,1,1,1,0.9699934142074652,1.030006585792421,0.2500009546201909,0.0,0.2500925073582039,9.155275256489404e-05,9.15527380129788e-05,0.0,9.69242499547579,0.0
Daniil Medvedev,2023-wimbledon-1403,1,7,46,00:26:32,15,30,0,0,1,0,0,0,1.0,0.0,0,0,0,0,1,95.0,0,1,1,1,0.4849967071037326,1.5150032928962105,0.1250004773100954,0.0,0.1250462536791019,4.577637628244702e-05,4.577636900648941e-05,0.0,5.846212497737895,0.0
Daniil Medvedev,2023-wimbledon-1403,1,7,47,00:27:15,15,40,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1,119.0,0,3,1,2,0.2424983535518663,1.7575016464481052,0.0625002386550477,0.0,0.0625231268395509,2.288818814122351e-05,2.2888184503244705e-05,0.0,3.923106248868947,1.0
Daniil Medvedev,2023-wimbledon-1403,1,8,48,00:28:56,0,0,1,1,0,1,0,0,0.0,0.0,0,0,0,0,1,108.0,0,4,1,0,0.1212491767759331,1.8787508232240528,0.0312501193275238,0.0,0.0312615634197754,1.1444094070611754e-05,1.1444092251622353e-05,0.0,2.9615531244344737,1.0
